,date,unique_id,city_id,shop_id,item_category_id,item_id,monthly_average_price,monthly_sales
56,2013-09-30,12_11365,16,12,9,11365,9305.121212120908,24.0
57,2013-09-30,12_11369,16,12,9,11369,2314.872222222,30.0
58,2013-09-30,12_11370,16,12,9,11370,3068.4523809524167,26.0
59,2013-09-30,12_11373,16,12,9,11373,645.53125,30.0
60,2013-09-30,12_12231,16,12,49,12231,350.0,3.0
61,2013-09-30,12_482,16,12,73,482,3300.0,17.0
62,2013-09-30,12_839,16,12,73,839,3300.0,5.0
63,2013-10-31,12_11365,16,12,9,11365,2493.113360323846,30.0
64,2013-10-31,12_11369,16,12,9,11369,1586.1216839676472,30.0
65,2013-10-31,12_11370,16,12,9,11370,1777.5,30.0
66,2013-10-31,12_11373,16,12,9,11373,555.9935064935454,30.0
67,2013-10-31,12_12231,16,12,49,12231,350.0,2.0
68,2013-10-31,12_482,16,12,73,482,3300.0,17.0
69,2013-10-31,12_839,16,12,73,839,3300.0,15.0
70,2013-11-30,12_11365,16,12,9,11365,1638.4591093198333,30.0
71,2013-11-30,12_11369,16,12,9,11369,1566.9925311340587,30.0
72,2013-11-30,12_11370,16,12,9,11370,1585.3256246678948,30.0
73,2013-11-30,12_11373,16,12,9,11373,557.70141184575,30.0
74,2013-11-30,12_12231,16,12,49,12231,350.0,7.0
75,2013-11-30,12_482,16,12,73,482,3300.0,13.0
76,2013-11-30,12_839,16,12,73,839,3300.0,4.0
77,2013-12-31,12_11365,16,12,9,11365,1368.5119047618573,27.0
78,2013-12-31,12_11369,16,12,9,11369,619.8155534940714,30.0
79,2013-12-31,12_11370,16,12,9,11370,700.7830055100952,30.0
80,2013-12-31,12_11373,16,12,9,11373,242.51436507930003,30.0
81,2013-12-31,12_12231,16,12,49,12231,350.0,3.0
82,2013-12-31,12_482,16,12,73,482,3300.0,12.0
83,2013-12-31,12_839,16,12,73,839,3300.0,7.0
84,2014-01-31,12_11365,16,12,9,11365,1470.952380952857,13.0
85,2014-01-31,12_11369,16,12,9,11369,827.916666666625,30.0
86,2014-01-31,12_11370,16,12,9,11370,930.468749999625,30.0
87,2014-01-31,12_11373,16,12,9,11373,287.85912698408333,30.0
88,2014-01-31,12_12231,16,12,49,12231,350.0,1.0
89,2014-01-31,12_482,16,12,73,482,3300.0,22.0
90,2014-01-31,12_839,16,12,73,839,3300.0,6.0
91,2014-02-28,12_11365,16,12,9,11365,1066.0388621795,30.0
92,2014-02-28,12_11369,16,12,9,11369,651.5183590919168,30.0
93,2014-02-28,12_11370,16,12,9,11370,910.8908730158332,30.0
94,2014-02-28,12_11373,16,12,9,11373,245.45897480554,30.0
95,2014-02-28,12_12231,16,12,49,12231,350.0,3.0
96,2014-02-28,12_482,16,12,73,482,3300.0,13.0
97,2014-02-28,12_839,16,12,73,839,3300.0,12.0
98,2014-03-31,12_11365,16,12,9,11365,1099.6941520468,30.0
99,2014-03-31,12_11369,16,12,9,11369,1139.364453357167,30.0
100,2014-03-31,12_11370,16,12,9,11370,767.9819790943889,30.0
101,2014-03-31,12_11373,16,12,9,11373,278.013951261,30.0
102,2014-03-31,12_12231,16,12,49,12231,350.0,2.0
103,2014-03-31,12_482,16,12,73,482,3300.0,15.0
104,2014-03-31,12_839,16,12,73,839,3300.0,7.0
105,2014-04-30,12_11365,16,12,9,11365,714.5833333333334,10.0
106,2014-04-30,12_11369,16,12,9,11369,594.2226662226363,30.0
107,2014-04-30,12_11370,16,12,9,11370,497.7945255069546,30.0
108,2014-04-30,12_11373,16,12,9,11373,469.8229059828666,30.0
109,2014-04-30,12_12231,16,12,49,12231,350.0,2.0
110,2014-04-30,12_482,16,12,73,482,3225.3846153846152,20.0
111,2014-04-30,12_839,16,12,73,839,3300.0,3.0
112,2014-05-31,12_11365,16,12,9,11365,1506.2115384625,20.0
113,2014-05-31,12_11369,16,12,9,11369,581.426777352,30.0
114,2014-05-31,12_11370,16,12,9,11370,557.737752205,30.0
115,2014-05-31,12_11373,16,12,9,11373,360.08401407306667,30.0
116,2014-05-31,12_12231,16,12,49,12231,350.0,3.0
117,2014-05-31,12_482,16,12,73,482,3300.0,4.0
118,2014-05-31,12_839,16,12,73,839,3300.0,2.0
119,2014-06-30,12_11365,16,12,9,11365,1243.125,5.0
120,2014-06-30,12_11369,16,12,9,11369,851.5543209873334,30.0
121,2014-06-30,12_11370,16,12,9,11370,735.0524523534706,30.0
122,2014-06-30,12_11373,16,12,9,11373,325.73134920633333,30.0
123,2014-06-30,12_12231,16,12,49,12231,350.0,1.0
124,2014-06-30,12_482,16,12,73,482,3300.0,2.0
125,2014-06-30,12_839,16,12,73,839,3300.0,1.0
126,2014-07-31,12_11365,16,12,9,11365,1344.5833333325,6.0
127,2014-07-31,12_11369,16,12,9,11369,805.756011544,30.0
128,2014-07-31,12_11370,16,12,9,11370,565.0496031748,30.0
129,2014-07-31,12_11373,16,12,9,11373,530.5476190476428,30.0
130,2014-07-31,12_12231,16,12,49,12231,350.0,1.0
131,2014-07-31,12_482,16,12,73,482,3300.0,12.0
132,2014-07-31,12_839,16,12,73,839,3300.0,2.0
133,2014-08-31,12_11365,16,12,9,11365,859.1666666665001,5.0
134,2014-08-31,12_11369,16,12,9,11369,1141.4166666666667,30.0
135,2014-08-31,12_11370,16,12,9,11370,527.8752146572222,30.0
136,2014-08-31,12_11373,16,12,9,11373,333.87179487184613,30.0
137,2014-08-31,12_12231,16,12,49,12231,350.0,1.0
138,2014-08-31,12_482,16,12,73,482,3300.0,6.0
139,2014-08-31,12_839,16,12,73,839,3300.0,1.0
140,2014-09-30,12_11365,16,12,9,11365,961.7857142857144,15.0
141,2014-09-30,12_11369,16,12,9,11369,1060.9177559915,30.0
142,2014-09-30,12_11370,16,12,9,11370,988.13654942285,30.0
143,2014-09-30,12_11373,16,12,9,11373,398.1541467304737,30.0
144,2014-09-30,12_12231,16,12,49,12231,350.0,3.0
145,2014-09-30,12_482,16,12,73,482,3300.0,10.0
146,2014-09-30,12_839,16,12,73,839,2695.0,3.0
147,2014-10-31,12_11365,16,12,9,11365,861.6666666666666,6.0
148,2014-10-31,12_11369,16,12,9,11369,1280.1269841267335,30.0
149,2014-10-31,12_11370,16,12,9,11370,563.1812430725217,30.0
150,2014-10-31,12_11373,16,12,9,11373,386.01481481483336,30.0
151,2014-10-31,12_12231,16,12,49,12231,350.0,5.0
152,2014-10-31,12_482,16,12,73,482,3300.0,4.0
153,2014-10-31,12_839,16,12,73,839,3300.0,5.0
154,2014-11-30,12_11365,16,12,9,11365,825.59027777825,30.0
155,2014-11-30,12_11369,16,12,9,11369,481.0836922434616,30.0
156,2014-11-30,12_11370,16,12,9,11370,372.203154748,30.0
157,2014-11-30,12_11373,16,12,9,11373,326.6410274034706,30.0
158,2014-11-30,12_12231,16,12,49,12231,350.0,2.0
159,2014-11-30,12_482,16,12,73,482,3300.0,6.0
160,2014-11-30,12_839,16,12,73,839,3300.0,5.0
161,2014-12-31,12_11365,16,12,9,11365,990.9969696969,30.0
162,2014-12-31,12_11369,16,12,9,11369,825.6006927855384,30.0
163,2014-12-31,12_11370,16,12,9,11370,388.4127822933913,30.0
164,2014-12-31,12_11373,16,12,9,11373,290.4678732613333,30.0
165,2014-12-31,12_12231,16,12,49,12231,350.0,3.0
166,2014-12-31,12_482,16,12,73,482,2937.0,7.0
167,2014-12-31,12_839,16,12,73,839,3300.0,4.0
168,2015-01-31,12_11365,16,12,9,11365,1121.625,13.0
169,2015-01-31,12_11369,16,12,9,11369,850.9080687826668,30.0
170,2015-01-31,12_11370,16,12,9,11370,562.683856041353,30.0
171,2015-01-31,12_11373,16,12,9,11373,239.00008643900003,30.0
172,2015-01-31,12_12231,16,12,49,12231,,0.0
173,2015-01-31,12_482,16,12,73,482,2997.5,8.0
174,2015-01-31,12_839,16,12,73,839,3300.0,3.0
175,2015-02-28,12_11365,16,12,9,11365,821.7878787866,24.0
176,2015-02-28,12_11369,16,12,9,11369,1169.4319727893571,30.0
177,2015-02-28,12_11370,16,12,9,11370,552.4489091491052,30.0
178,2015-02-28,12_11373,16,12,9,11373,302.76727317828124,30.0
179,2015-02-28,12_12231,16,12,49,12231,350.0,1.0
180,2015-02-28,12_482,16,12,73,482,3300.0,8.0
181,2015-02-28,12_839,16,12,73,839,3300.0,2.0
182,2015-03-31,12_11365,16,12,9,11365,2095.0,7.0
183,2015-03-31,12_11369,16,12,9,11369,907.1646005509092,30.0
184,2015-03-31,12_11370,16,12,9,11370,693.98468198505,30.0
185,2015-03-31,12_11373,16,12,9,11373,398.9956248336471,30.0
186,2015-03-31,12_12231,16,12,49,12231,350.0,1.0
187,2015-03-31,12_482,16,12,73,482,3300.0,9.0
188,2015-03-31,12_839,16,12,73,839,3300.0,1.0
189,2015-04-30,12_11365,16,12,9,11365,1102.8724489795716,30.0
190,2015-04-30,12_11369,16,12,9,11369,755.53337686675,30.0
191,2015-04-30,12_11370,16,12,9,11370,559.734954303,30.0
192,2015-04-30,12_11373,16,12,9,11373,362.779133142965,30.0
193,2015-04-30,12_12231,16,12,49,12231,350.0,1.0
194,2015-04-30,12_482,16,12,73,482,3300.0,10.0
195,2015-04-30,12_839,16,12,73,839,2846.25,4.0
196,2015-05-31,12_11365,16,12,9,11365,735.2868217052,30.0
197,2015-05-31,12_11369,16,12,9,11369,634.3966913844615,30.0
198,2015-05-31,12_11370,16,12,9,11370,435.0075334714706,30.0
199,2015-05-31,12_11373,16,12,9,11373,329.58810566955003,30.0
200,2015-05-31,12_12231,16,12,49,12231,350.0,1.0
201,2015-05-31,12_482,16,12,73,482,3300.0,11.0
202,2015-05-31,12_839,16,12,73,839,3300.0,3.0
203,2015-06-30,12_11365,16,12,9,11365,1035.54166666675,11.0
204,2015-06-30,12_11369,16,12,9,11369,1307.28125,30.0
205,2015-06-30,12_11370,16,12,9,11370,549.6994569757368,30.0
206,2015-06-30,12_11373,16,12,9,11373,254.446253746185,30.0
207,2015-06-30,12_12231,16,12,49,12231,350.0,4.0
208,2015-06-30,12_482,16,12,73,482,3300.0,10.0
209,2015-06-30,12_839,16,12,73,839,3300.0,2.0
210,2015-07-31,12_11365,16,12,9,11365,1139.1666666666667,6.0
211,2015-07-31,12_11369,16,12,9,11369,810.7625396825333,30.0
212,2015-07-31,12_11370,16,12,9,11370,410.4404428903846,30.0
213,2015-07-31,12_11373,16,12,9,11373,289.82925972916314,30.0
214,2015-07-31,12_12231,16,12,49,12231,350.0,1.0
215,2015-07-31,12_482,16,12,73,482,3300.0,3.0
216,2015-07-31,12_839,16,12,73,839,3300.0,2.0
217,2015-08-31,12_11365,16,12,9,11365,1870.2142857142856,13.0
218,2015-08-31,12_11369,16,12,9,11369,1041.9666666667,21.0
219,2015-08-31,12_11370,16,12,9,11370,751.3630952381,30.0
220,2015-08-31,12_11373,16,12,9,11373,504.1774376417477,30.0
221,2015-08-31,12_12231,16,12,49,12231,350.0,2.0
222,2015-08-31,12_482,16,12,73,482,3300.0,6.0
223,2015-08-31,12_839,16,12,73,839,3300.0,2.0
224,2015-09-30,12_11365,16,12,9,11365,995.6805555555,21.0
225,2015-09-30,12_11369,16,12,9,11369,1321.3676046176663,30.0
226,2015-09-30,12_11370,16,12,9,11370,681.7153409697273,30.0
227,2015-09-30,12_11373,16,12,9,11373,437.9291153623182,30.0
228,2015-09-30,12_12231,16,12,49,12231,350.0,2.0
229,2015-09-30,12_482,16,12,73,482,2846.25,7.0
230,2015-09-30,12_839,16,12,73,839,3300.0,3.0
231,2015-10-31,12_11365,16,12,9,11365,,
232,2015-10-31,12_11369,16,12,9,11369,,
233,2015-10-31,12_11370,16,12,9,11370,,
234,2015-10-31,12_11373,16,12,9,11373,,
235,2015-10-31,12_12231,16,12,49,12231,,
236,2015-10-31,12_482,16,12,73,482,,
237,2015-10-31,12_839,16,12,73,839,,
238,2013-01-31,14_20949,3,14,71,20949,,
239,2013-01-31,14_4244,3,14,23,4244,,
240,2013-01-31,14_5821,3,14,35,5821,599.0,1.0
241,2013-01-31,14_5822,3,14,35,5822,999.0,1.0
242,2013-01-31,14_5823,3,14,35,5823,2500.0,3.0
243,2013-01-31,14_7856,3,14,28,7856,799.0,6.0
244,2013-02-28,14_20949,3,14,71,20949,,
245,2013-02-28,14_4244,3,14,23,4244,1332.1666666666667,3.0
246,2013-02-28,14_5821,3,14,35,5821,599.0,2.0
247,2013-02-28,14_5822,3,14,35,5822,1049.0,4.0
248,2013-02-28,14_5823,3,14,35,5823,2599.0,2.0
249,2013-02-28,14_7856,3,14,28,7856,799.0,12.0
250,2013-03-31,14_20949,3,14,71,20949,,
251,2013-03-31,14_4244,3,14,23,4244,682.0550000000001,4.0
252,2013-03-31,14_5821,3,14,35,5821,599.0,1.0
253,2013-03-31,14_5822,3,14,35,5822,1049.0,4.0
254,2013-03-31,14_5823,3,14,35,5823,2599.0,3.0
255,2013-03-31,14_7856,3,14,28,7856,799.0,10.0
256,2013-04-30,14_20949,3,14,71,20949,,
257,2013-04-30,14_4244,3,14,23,4244,999.0,4.0
258,2013-04-30,14_5821,3,14,35,5821,599.0,1.0
259,2013-04-30,14_5822,3,14,35,5822,1049.0,9.0
260,2013-04-30,14_5823,3,14,35,5823,2599.0,1.0
261,2013-04-30,14_7856,3,14,28,7856,799.0,10.0
262,2013-05-31,14_20949,3,14,71,20949,5.0,30.0
263,2013-05-31,14_4244,3,14,23,4244,599.4,5.0
264,2013-05-31,14_5821,3,14,35,5821,599.0,1.0
265,2013-05-31,14_5822,3,14,35,5822,1049.0,6.0
266,2013-05-31,14_5823,3,14,35,5823,2599.0,2.0
267,2013-05-31,14_7856,3,14,28,7856,799.0,6.0
268,2013-06-30,14_20949,3,14,71,20949,5.0,30.0
269,2013-06-30,14_4244,3,14,23,4244,999.0,3.0
270,2013-06-30,14_5821,3,14,35,5821,599.0,1.0
271,2013-06-30,14_5822,3,14,35,5822,1049.0,9.0
272,2013-06-30,14_5823,3,14,35,5823,2599.0,3.0
273,2013-06-30,14_7856,3,14,28,7856,799.0,8.0
274,2013-07-31,14_20949,3,14,71,20949,5.0,30.0
275,2013-07-31,14_4244,3,14,23,4244,999.0,2.0
276,2013-07-31,14_5821,3,14,35,5821,599.0,4.0
277,2013-07-31,14_5822,3,14,35,5822,1049.0,4.0
278,2013-07-31,14_5823,3,14,35,5823,2599.0,1.0
279,2013-07-31,14_7856,3,14,28,7856,799.0,9.0
280,2013-08-31,14_20949,3,14,71,20949,5.0,30.0
281,2013-08-31,14_4244,3,14,23,4244,999.0,3.0
282,2013-08-31,14_5821,3,14,35,5821,599.0,1.0
283,2013-08-31,14_5822,3,14,35,5822,1049.0,4.0
284,2013-08-31,14_5823,3,14,35,5823,2599.0,1.0
285,2013-08-31,14_7856,3,14,28,7856,799.0,8.0
286,2013-09-30,14_20949,3,14,71,20949,5.0,30.0
287,2013-09-30,14_4244,3,14,23,4244,,0.0
288,2013-09-30,14_5821,3,14,35,5821,599.0,3.0
289,2013-09-30,14_5822,3,14,35,5822,1049.0,1.0
290,2013-09-30,14_5823,3,14,35,5823,,0.0
291,2013-09-30,14_7856,3,14,28,7856,799.0,6.0
292,2013-10-31,14_20949,3,14,71,20949,5.0,30.0
293,2013-10-31,14_4244,3,14,23,4244,999.0,2.0
294,2013-10-31,14_5821,3,14,35,5821,599.0,1.0
295,2013-10-31,14_5822,3,14,35,5822,1049.0,4.0
296,2013-10-31,14_5823,3,14,35,5823,2599.0,1.0
297,2013-10-31,14_7856,3,14,28,7856,799.0,2.0
298,2013-11-30,14_20949,3,14,71,20949,5.0,30.0
299,2013-11-30,14_4244,3,14,23,4244,999.0,2.0
300,2013-11-30,14_5821,3,14,35,5821,649.0,2.0
301,2013-11-30,14_5822,3,14,35,5822,1049.0,7.0
302,2013-11-30,14_5823,3,14,35,5823,2599.0,1.0
303,2013-11-30,14_7856,3,14,28,7856,799.0,5.0
304,2013-12-31,14_20949,3,14,71,20949,5.0,30.0
305,2013-12-31,14_4244,3,14,23,4244,999.0,6.0
306,2013-12-31,14_5821,3,14,35,5821,649.0,4.0
307,2013-12-31,14_5822,3,14,35,5822,1049.0,10.0
308,2013-12-31,14_5823,3,14,35,5823,2599.0,7.0
309,2013-12-31,14_7856,3,14,28,7856,799.0,9.0
310,2014-01-31,14_20949,3,14,71,20949,5.0,30.0
311,2014-01-31,14_4244,3,14,23,4244,999.0,3.0
312,2014-01-31,14_5821,3,14,35,5821,649.0,3.0
313,2014-01-31,14_5822,3,14,35,5822,1049.0,7.0
314,2014-01-31,14_5823,3,14,35,5823,2599.0,2.0
315,2014-01-31,14_7856,3,14,28,7856,799.0,8.0
316,2014-02-28,14_20949,3,14,71,20949,5.0,30.0
317,2014-02-28,14_4244,3,14,23,4244,999.0,1.0
318,2014-02-28,14_5821,3,14,35,5821,649.0,9.0
319,2014-02-28,14_5822,3,14,35,5822,1049.0,12.0
320,2014-02-28,14_5823,3,14,35,5823,2599.0,6.0
321,2014-02-28,14_7856,3,14,28,7856,799.0,3.0
322,2014-03-31,14_20949,3,14,71,20949,5.0,30.0
323,2014-03-31,14_4244,3,14,23,4244,724.5600000000001,9.0
324,2014-03-31,14_5821,3,14,35,5821,649.0,13.0
325,2014-03-31,14_5822,3,14,35,5822,1048.9642857142858,12.0
326,2014-03-31,14_5823,3,14,35,5823,2599.0,6.0
327,2014-03-31,14_7856,3,14,28,7856,799.0,7.0
328,2014-04-30,14_20949,3,14,71,20949,5.0,30.0
329,2014-04-30,14_4244,3,14,23,4244,647.75,3.0
330,2014-04-30,14_5821,3,14,35,5821,649.0,1.0
331,2014-04-30,14_5822,3,14,35,5822,1049.0,5.0
332,2014-04-30,14_5823,3,14,35,5823,2599.0,1.0
333,2014-04-30,14_7856,3,14,28,7856,799.0,1.0
334,2014-05-31,14_20949,3,14,71,20949,5.0,30.0
335,2014-05-31,14_4244,3,14,23,4244,699.075,4.0
336,2014-05-31,14_5821,3,14,35,5821,649.0,3.0
337,2014-05-31,14_5822,3,14,35,5822,1049.0,5.0
338,2014-05-31,14_5823,3,14,35,5823,2599.0,1.0
339,2014-05-31,14_7856,3,14,28,7856,799.0,4.0
340,2014-06-30,14_20949,3,14,71,20949,5.0,30.0
341,2014-06-30,14_4244,3,14,23,4244,699.075,3.0
342,2014-06-30,14_5821,3,14,35,5821,649.0,4.0
343,2014-06-30,14_5822,3,14,35,5822,1049.0,5.0
344,2014-06-30,14_5823,3,14,35,5823,2599.0,3.0
345,2014-06-30,14_7856,3,14,28,7856,799.0,6.0
346,2014-07-31,14_20949,3,14,71,20949,5.0,30.0
347,2014-07-31,14_4244,3,14,23,4244,699.0,2.0
348,2014-07-31,14_5821,3,14,35,5821,649.0,4.0
349,2014-07-31,14_5822,3,14,35,5822,1049.0,7.0
350,2014-07-31,14_5823,3,14,35,5823,2599.0,2.0
351,2014-07-31,14_7856,3,14,28,7856,799.0,1.0
352,2014-08-31,14_20949,3,14,71,20949,5.0,30.0
353,2014-08-31,14_4244,3,14,23,4244,666.0,4.0
354,2014-08-31,14_5821,3,14,35,5821,649.0,5.0
355,2014-08-31,14_5822,3,14,35,5822,1049.0,5.0
356,2014-08-31,14_5823,3,14,35,5823,2599.0,6.0
357,2014-08-31,14_7856,3,14,28,7856,799.0,3.0
358,2014-09-30,14_20949,3,14,71,20949,5.0,30.0
359,2014-09-30,14_4244,3,14,23,4244,532.8266666666667,4.0
360,2014-09-30,14_5821,3,14,35,5821,649.0,6.0
361,2014-09-30,14_5822,3,14,35,5822,1049.0,16.0
362,2014-09-30,14_5823,3,14,35,5823,2599.0,3.0
363,2014-09-30,14_7856,3,14,28,7856,799.0,3.0
364,2014-10-31,14_20949,3,14,71,20949,5.0,30.0
365,2014-10-31,14_4244,3,14,23,4244,999.0,3.0
366,2014-10-31,14_5821,3,14,35,5821,769.0,5.0
367,2014-10-31,14_5822,3,14,35,5822,1049.0,9.0
368,2014-10-31,14_5823,3,14,35,5823,2599.0,5.0
369,2014-10-31,14_7856,3,14,28,7856,799.0,3.0
370,2014-11-30,14_20949,3,14,71,20949,5.0,30.0
371,2014-11-30,14_4244,3,14,23,4244,728.3860000000001,8.0
372,2014-11-30,14_5821,3,14,35,5821,799.0,10.0
373,2014-11-30,14_5822,3,14,35,5822,1049.0,11.0
374,2014-11-30,14_5823,3,14,35,5823,2599.0,7.0
375,2014-11-30,14_7856,3,14,28,7856,799.0,6.0
376,2014-12-31,14_20949,3,14,71,20949,5.0,30.0
377,2014-12-31,14_4244,3,14,23,4244,624.375,11.0
378,2014-12-31,14_5821,3,14,35,5821,799.0,10.0
379,2014-12-31,14_5822,3,14,35,5822,1049.0,11.0
380,2014-12-31,14_5823,3,14,35,5823,2599.0,9.0
381,2014-12-31,14_7856,3,14,28,7856,799.0,3.0
382,2015-01-31,14_20949,3,14,71,20949,5.0,30.0
383,2015-01-31,14_4244,3,14,23,4244,682.6633333333333,10.0
384,2015-01-31,14_5821,3,14,35,5821,799.0,7.0
385,2015-01-31,14_5822,3,14,35,5822,1049.0,24.0
386,2015-01-31,14_5823,3,14,35,5823,2599.0,10.0
387,2015-01-31,14_7856,3,14,28,7856,799.0,4.0
388,2015-02-28,14_20949,3,14,71,20949,5.0,30.0
389,2015-02-28,14_4244,3,14,23,4244,999.0,2.0
390,2015-02-28,14_5821,3,14,35,5821,999.0,7.0
391,2015-02-28,14_5822,3,14,35,5822,1080.25,13.0
392,2015-02-28,14_5823,3,14,35,5823,2599.0,2.0
393,2015-02-28,14_7856,3,14,28,7856,799.0,4.0
394,2015-03-31,14_20949,3,14,71,20949,5.0,30.0
395,2015-03-31,14_4244,3,14,23,4244,1299.0,1.0
396,2015-03-31,14_5821,3,14,35,5821,1099.0,15.0
397,2015-03-31,14_5822,3,14,35,5822,1119.0,20.0
398,2015-03-31,14_5823,3,14,35,5823,2774.0,4.0
399,2015-03-31,14_7856,3,14,28,7856,,0.0
400,2015-04-30,14_20949,3,14,71,20949,5.0,30.0
401,2015-04-30,14_4244,3,14,23,4244,1299.0,1.0
402,2015-04-30,14_5821,3,14,35,5821,1099.0,7.0
403,2015-04-30,14_5822,3,14,35,5822,1149.0,5.0
404,2015-04-30,14_5823,3,14,35,5823,2799.0,3.0
405,2015-04-30,14_7856,3,14,28,7856,799.0,3.0
406,2015-05-31,14_20949,3,14,71,20949,5.0,30.0
407,2015-05-31,14_4244,3,14,23,4244,1299.0,1.0
408,2015-05-31,14_5821,3,14,35,5821,1099.0,7.0
409,2015-05-31,14_5822,3,14,35,5822,1149.0,7.0
410,2015-05-31,14_5823,3,14,35,5823,2799.0,4.0
411,2015-05-31,14_7856,3,14,28,7856,799.0,4.0
412,2015-06-30,14_20949,3,14,71,20949,5.0,30.0
413,2015-06-30,14_4244,3,14,23,4244,1299.0,1.0
414,2015-06-30,14_5821,3,14,35,5821,1099.0,5.0
415,2015-06-30,14_5822,3,14,35,5822,1149.0,7.0
416,2015-06-30,14_5823,3,14,35,5823,2799.0,5.0
417,2015-06-30,14_7856,3,14,28,7856,,0.0
418,2015-07-31,14_20949,3,14,71,20949,5.0,30.0
419,2015-07-31,14_4244,3,14,23,4244,774.8325,3.0
420,2015-07-31,14_5821,3,14,35,5821,1099.0,7.0
421,2015-07-31,14_5822,3,14,35,5822,1149.0,5.0
422,2015-07-31,14_5823,3,14,35,5823,2799.0,4.0
423,2015-07-31,14_7856,3,14,28,7856,1199.0,1.0
424,2015-08-31,14_20949,3,14,71,20949,5.0,30.0
425,2015-08-31,14_4244,3,14,23,4244,1299.0,1.0
426,2015-08-31,14_5821,3,14,35,5821,1099.0,2.0
427,2015-08-31,14_5822,3,14,35,5822,1149.0,10.0
428,2015-08-31,14_5823,3,14,35,5823,2799.0,2.0
429,2015-08-31,14_7856,3,14,28,7856,1199.0,3.0
430,2015-09-30,14_20949,3,14,71,20949,5.0,30.0
431,2015-09-30,14_4244,3,14,23,4244,1299.0,3.0
432,2015-09-30,14_5821,3,14,35,5821,1099.0,6.0
433,2015-09-30,14_5822,3,14,35,5822,1149.0,4.0
434,2015-09-30,14_5823,3,14,35,5823,2799.0,2.0
